timestamp_c,timestamp_p,frame.number,frame.len,frame.protocols,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,llc.type,ip.hdr_len,ip.len,ip.id,ip.flags,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq_raw,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.window_size,tcp.options,udp.srcport,udp.length,data.len,wlan.fc.type,wlan.fc.subtype,wlan.flags,wlan.fcs,wlan.fcs.status,wlan.wep.key,time_since_last_packet,mid,x,y,z,pitch,roll,yaw,vgx,vgy,vgz,tof,h,battery,barometer,agx,agy,agz,class
28315.99562,28317.30593,271.0,227.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,156.0,2048.0,20.0,193.0,154.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,173.0,165.0,2.0,8.0,0.0,0.0,0.0,0.0,0.043759,0,0,-1,0,0,-1,0,0,0,0,14,70,52,19347.0,0,0,0,benign
28319.36159,28317.82456,290.0,228.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,196.0,2048.0,20.0,194.0,193.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,174.0,166.0,2.0,8.0,0.0,0.0,0.0,0.0,3.365974,0,0,-1,0,0,0,0,0,0,0,14,70,52,19342.0,0,0,0,benign
28319.36159,28318.35514,290.0,228.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,196.0,2048.0,20.0,194.0,193.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,174.0,166.0,2.0,8.0,0.0,0.0,0.0,0.0,3.365974,0,0,0,0,0,2,0,0,0,0,15,70,52,19345.0,0,0,0,benign
28319.36159,28318.88294,290.0,228.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,196.0,2048.0,20.0,194.0,193.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,174.0,166.0,2.0,8.0,0.0,0.0,0.0,0.0,3.365974,0,0,0,0,0,0,0,0,0,0,15,70,52,19351.0,0,0,0,benign
28319.43365,28319.41109,292.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.072056,0,0,0,0,0,0,0,0,0,0,16,70,52,19343.0,0,0,0,benign
28319.56559,28319.94068,302.0,228.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,198.0,2048.0,20.0,194.0,195.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,174.0,166.0,2.0,8.0,0.0,0.0,0.0,0.0,0.029535,0,0,0,0,0,0,0,0,0,0,16,70,52,19344.0,0,0,0,benign
28319.56559,28320.46667,302.0,228.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,198.0,2048.0,20.0,194.0,195.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,174.0,166.0,2.0,8.0,0.0,0.0,0.0,0.0,0.029535,0,0,0,0,0,0,0,0,0,0,17,70,52,19352.0,0,0,0,benign
28319.56559,28320.99577,302.0,228.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,198.0,2048.0,20.0,194.0,195.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,174.0,166.0,2.0,8.0,0.0,0.0,0.0,0.0,0.029535,0,0,0,0,0,0,0,0,0,0,17,70,52,19343.0,0,0,0,benign
28322.915,28321.54231,322.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.349416,0,0,0,0,-9,0,0,0,0,0,18,70,52,19344.0,0,0,0,benign
28322.915,28322.06599,322.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.349416,0,3,0,0,1,0,0,0,0,0,19,70,52,19346.0,0,0,0,benign
28322.915,28322.59317,322.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.349416,0,2,0,0,-1,0,0,0,0,0,19,70,52,19344.0,0,0,0,benign
28323.11978,28323.12226,340.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.029882,0,2,0,0,-1,-1,0,0,0,0,20,70,52,19339.0,0,0,0,benign
28323.11978,28323.63937,340.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.029882,0,2,0,0,0,-1,0,0,0,0,20,70,52,19339.0,0,0,0,benign
28323.11978,28324.1989,340.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.029882,0,0,0,0,2,2,0,0,0,0,21,70,52,19341.0,0,0,0,benign
28323.11978,28324.72002,340.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.029882,0,0,0,0,-2,-2,0,0,0,0,21,70,52,19342.0,0,0,0,benign
28326.49895,28325.25854,356.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.379171,0,1,0,0,0,-1,0,0,0,0,22,70,52,19344.0,0,0,0,benign
28326.49895,28325.78165,356.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.379171,0,0,-1,0,0,-1,0,0,0,0,22,70,52,19344.0,0,0,0,benign
28326.49895,28326.30907,356.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.379171,0,0,-1,0,0,0,0,0,0,0,23,70,52,19330.0,0,0,0,benign
28326.70529,28326.83666,368.0,230.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,280.0,2048.0,20.0,196.0,277.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,176.0,168.0,2.0,8.0,0.0,0.0,0.0,0.0,0.00132,0,0,0,0,0,0,0,0,0,0,23,60,52,19340.0,0,0,0,benign
28326.70529,28327.36617,368.0,230.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,280.0,2048.0,20.0,196.0,277.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,176.0,168.0,2.0,8.0,0.0,0.0,0.0,0.0,0.00132,0,0,0,0,0,0,0,0,0,0,24,60,52,19334.0,0,0,0,benign
28326.70529,28327.9146,368.0,230.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,280.0,2048.0,20.0,196.0,277.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,176.0,168.0,2.0,8.0,0.0,0.0,0.0,0.0,0.00132,0,2,0,0,-8,0,0,0,0,0,24,70,52,19334.0,0,0,0,benign
28330.0829,28328.44421,395.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.377614,0,3,0,0,0,0,0,0,0,0,25,70,52,19333.0,0,0,0,benign
28330.0829,28328.97377,395.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.377614,0,2,0,0,0,-1,0,0,0,0,25,70,52,19339.0,0,0,0,benign
28330.0829,28329.47564,395.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.377614,0,2,0,0,-1,-1,0,0,0,0,26,70,52,19337.0,0,0,0,benign
28330.0829,28330.00673,395.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.377614,0,2,-1,0,0,-1,0,0,0,0,27,70,52,19334.0,0,0,0,benign
28330.28775,28330.53669,403.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.063158,0,1,-1,0,0,-1,0,0,0,0,27,70,52,19336.0,0,0,0,benign
28330.28775,28331.06553,403.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.063158,0,0,0,0,0,2,0,0,0,0,28,70,52,19339.0,0,0,0,benign
28330.28775,28331.5939,403.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.063158,0,0,0,0,-2,-2,0,0,0,0,28,70,52,19345.0,0,0,0,benign
28333.66711,28332.10451,444.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.379354,0,0,-1,0,0,0,0,0,0,0,29,70,52,19337.0,0,0,0,benign
28333.66711,28332.65376,444.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.379354,0,0,-1,0,0,0,0,0,0,0,29,70,52,19339.0,0,0,0,benign
28333.66711,28333.16519,444.0,26.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,3.379354,0,0,-1,0,0,0,0,0,0,0,30,70,52,19339.0,0,0,0,benign
28333.69206,28333.72615,446.0,227.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,363.0,2048.0,20.0,193.0,359.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,173.0,165.0,2.0,8.0,0.0,0.0,0.0,0.0,0.024951,0,0,0,0,0,0,0,0,0,0,30,60,52,19338.0,0,0,0,benign
28333.79489,28334.25535,454.0,64.0,3.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,366.0,2048.0,20.0,30.0,362.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,10.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.000151,0,0,0,0,0,0,0,0,0,0,31,60,52,19342.0,0,0,0,benign
